2002.0812   27.014
2002.1084   29.893
2002.1355   28.317
2002.1627   23.504
2002.1898   17.975
2002.2170   21.002
2002.2441   23.225
2002.2713   29.288
2002.2984   25.757
2002.3256   25.322
2002.3527   20.300
2002.3799   22.905
2002.4070   25.752
2002.4342   25.935
2002.4613   22.890
2002.4885   26.344
2002.5156   25.606
2002.5427   26.144
2002.5699   29.791
2002.5970   33.208
2002.6242   33.205
2002.6513   26.608
2002.6785   22.988
2002.7056   25.211
2002.7328   31.026
2002.7599   29.196
2002.7871   30.689
2002.8142   31.000
2002.8414   23.608
2002.8685   25.545
2002.8957   33.615
2002.9228   30.291
2002.9500   28.862
2002.9771   27.020
