-41.565	10.74	119	4.42386
-42.4333	10.7417	129	7.65976
-42.425	10.3817	20	10.8483
-42.195	10.7783	116	5.69005
-42.3633	10.7733	154	5.96776
-33.7217	36.6667	34	1.25279
-33.6883	36.675	92	1.07445
-33.6767	36.68	159	1.06478
-33.6717	36.685	138	1.0805
-33.635	36.6983	29	1.0633
-33.6517	36.6383	29	0.71771
-33.6483	36.6367	34	0.689344
-33.6383	36.6317	38	0.606535
-33.635	36.63	75	0.580499
-33.625	36.625	75	0.521211
-33.6133	36.5967	117	0.36605
-33.6117	36.5983	234	0.380178
-33.6117	36.6017	130	0.387471
-33.6117	36.605	46	0.401236
-33.9133	36.44	71	1.96446
-33.9017	36.4483	84	1.90737
-33.8833	36.4517	318	1.77016
-33.3267	36.75	142	0.735305
-33.33	36.7633	126	0.693217
-33.3317	36.7667	147	0.692019
-33.325	36.7633	100	0.668503
-33.3283	36.7617	172	0.690317
-33.6483	36.5917	29	0.354137
-33.6433	36.5917	17	0.316685
-33.6333	36.605	109	0.294733
-33.6467	36.6033	142	0.356098
-33.59	36.605	163	0.537827
-33.5817	36.605	348	0.581219
-33.575	36.6067	394	0.6182
-33.58	36.635	151	0.695506
-33.57	36.6317	151	0.708055
-33.5633	36.6283	134	0.71611
-33.5583	36.6233	289	0.718821
-33.555	36.6183	264	0.719257
-33.555	36.6117	234	0.708923
-33.5533	36.605	331	0.708408
-33.55	36.6	645	0.72
-33.5717	36.6117	368	0.644678
-33.5683	36.6083	569	0.652114
-33.5633	36.595	193	0.666164
-33.5767	36.5983	272	0.598265
-33.5767	36.595	222	0.597916
-33.5783	36.58	105	0.608228
-33.57	36.6167	247	0.664618
-33.5617	36.615	352	0.691019
-33.5567	36.615	548	0.708113
-33.5467	36.615	381	0.74106
-33.5417	36.6133	318	0.756429
-33.5367	36.6133	272	0.774876
-33.525	36.6133	184	0.824069
-33.5167	36.6133	197	0.862335
-33.8717	36.49	142	1.85119
-33.62	36.41	130	0.656213
-33.6167	36.4133	314	0.667374
-33.615	36.4183	113	0.666279
-33.6117	36.4217	201	0.676628
-33.9417	36.435	17	2.17933
-33.9467	36.43	142	2.19603
-33.9533	36.425	138	2.22607
-33.96	36.4167	21	2.23974
-33.9683	36.3983	75	2.21449
-33.975	36.405	59	2.30217
-33.985	36.4067	75	2.38899
-33.9967	36.4083	498	2.48718
-33.1317	36.9583	62	0.87626
-33.1317	36.9567	83	0.862657
-33.13	36.9533	70	0.828835
-33.1267	36.9533	98	0.817066
-33.1233	36.9517	122	0.7896
-33.115	36.9517	143	0.75318
-33.1117	36.9517	55	0.739885
-33.1083	36.9517	229	0.728084
-33.1017	36.95	72	0.69735
-33.1383	36.9667	52	0.964312
-33.135	36.955	7	0.856881
-33.13	36.95	51	0.80209
-33.1283	36.9467	52	0.770927
-33.1267	36.9433	56	0.741149
-33.1683	36.9517	8	0.878488
-33.1667	36.9517	32	0.877858
-33.165	36.9533	42	0.893485
-33.1983	36.95	13	0.834871
-33.1967	36.9483	11	0.803856
-33.1933	36.9467	59	0.776838
-33.1883	36.945	8	0.758602
-33.1533	36.9567	36	0.911041
-33.1767	36.9533	21	0.892894
-33.1817	36.955	18	0.91206
-33.1817	36.9517	123	0.865197
-33.18	36.9467	14	0.802603
-33.1783	36.9483	48	0.826721
-33.1617	36.9417	18	0.784496
-33.105	36.9533	62	0.735166
-33.1017	36.9417	180	0.629643
-33.1	36.9433	52	0.640114
-47.9267	14.89	28	22.008
